,norm_form,True label,Predicted,Norm morph features,Transformed morph features
9,_изъял#,изымете,изъянете,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,2per,futr,indc"
10,_закишел#,закишим,закишеем,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
11,_врачебно-страховой#,врачебно-страховому,врачебно-строховому,"ADJF masc,sing,nomn","ADJF masc,sing,datv"
12,_зашлёпал#,зашлёпаю,зашлеплю,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,1per,futr,indc"
0,_газированный#,газированной,газированнононононононононононононононон,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx femn,sing,loct"
1,_застигнувший#,застигшей,застигнувшей,"PRTF,perf,tran,past,actv masc,sing,nomn,Infr","PRTF,perf,tran,past,actv femn,sing,datv"
2,_перетёрт#,перетёрты,перетерты,"PRTS,perf,past,pssv masc,sing","PRTS,perf,past,pssv plur"
3,_срифмовал#,срифмую,сриммую,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
4,_экспериментально-исследовательский#,экспериментально-исследовательские,экспериментально-сиседовотетследоветесле,"ADJF masc,sing,nomn","ADJF plur,nomn"
5,_приютив#,приютя,приятя,"GRND,perf,tran past","GRND,perf,tran past,Fimp"
6,_мосол#,мослов,мосолов,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,gent"
7,_арниевна#,арниевну,арньевну,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr sing,accs"
8,_чеченец-аккинец#,чеченцам-аккинцам,чеченцамаккимцам,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,datv"
9,_свитч#,свитчу,свитче,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,datv"
10,_ефимок#,ефимках,ефимоках,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
0,_родствен#,родственна,родствена,"ADJS masc,sing","ADJS femn,sing"
1,_застигнувший#,застигшем,застигнувшем,"PRTF,perf,tran,past,actv masc,sing,nomn,Infr","PRTF,perf,tran,past,actv masc,sing,loct"
2,_выжловка#,выжловки,выжовоки,"NOUN,anim,femn sing,nomn","NOUN,anim,femn sing,gent"
3,_сойка#,соек,сойк,"NOUN,anim,femn sing,nomn","NOUN,anim,femn plur,accs"
4,_серовато-зелёный#,серовато-зелёной,серовато-зелёный,"ADJF masc,sing,nomn","ADJF femn,sing,gent"
5,_запропал#,запропадём,запропаем,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
0,_позанялся#,позаймусь,позаняусь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,1per,futr,indc"
1,_событийность#,событийности,событииности,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,nomn"
2,_уда#,уды,уда,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,nomn"
3,_понагнал#,понагонишь,понагнаешь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,2per,futr,indc"
4,_овен#,овна,овена,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,gent"
5,_перелопатил#,перелопатьте,перелопатите,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
6,_обветренный#,обветренную,обветренною,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx femn,sing,accs"
7,_добрался#,доберутся,доберуся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
8,_конья#,коньей,коньёй,"NOUN,inan,femn,Sgtm,Geox sing,nomn","NOUN,inan,femn,Sgtm,Geox sing,ablt"
9,_киёк#,кийкам,киёкам,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,datv"
10,_баламучу#,баламутило,баламотало,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran neut,sing,past,indc"
11,_правдинскремтехпред#,правдинскремтехпредах,правдинскремтехргедах,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,loct"
0,_главболгарстрой#,главболгарстроем,главболгарстром,"NOUN,inan,masc,Sgtm,Orgn sing,nomn","NOUN,inan,masc,Sgtm,Orgn sing,ablt"
1,_закишел#,закишите,закишеете,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
2,_военспец#,военспеца,войнспца,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,gent"
3,_квохчу#,квохчут,квохчат,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,3per,pres,indc"
4,_планерный#,планёрных,планерных,"ADJF,Qual masc,sing,nomn","ADJF,Qual anim,plur,accs,Infr"
5,_блещу#,блистала,блестила,"VERB,impf,intr sing,1per,pres,indc,Infr","VERB,impf,intr femn,sing,past,indc"
6,_росток#,ростке,ростоке,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,loct"
7,_недодаю#,недодавал,недодал,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran masc,sing,past,indc"
8,_хлопунец#,хлопунцов,хлопунцев,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,gent"
0,_зашлёпал#,зашлёпают,зашлепают,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
1,_никотинамидадениндинуклеотид#,никотинамидадениндинуклеотидах,никотинамидадениндинукллотидах,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
2,_отживляя#,отживлявши,отживявши,"GRND,impf,tran pres","GRND,impf,tran past,V-sh"
3,_срезок#,срезка,срезока,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,gent"
4,_доел#,доедимте,доедитте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,incl"
5,_посол#,после,посоле,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,loct"
6,_мадемуазель#,мадемуазель,мадемуазели,"NOUN,anim,femn sing,nomn","NOUN,anim,femn sing,datv"
7,_притёрся#,притрёмся,протрёмся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
8,_понагнал#,понагоните,понагните,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
9,_учетверил#,учетвери,учетверь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
10,_мельчусь#,мельчились,мельчались,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,past,indc"
0,_авизован#,авизованна,авизована,"ADJS masc,sing","ADJS femn,sing"
1,_обтряхнул#,обтряхнём,обтряхнем,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,incl"
2,_приподнятый#,приподнятой,приподяляей,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx femn,sing,ablt"
3,_верхнетоемскремтехпредхимснаб#,верхнетоемскремтехпредхимснабы,верхнетоемскремтехпредхиснаибыы,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,accs"
4,_пример#,примрёшь,примерёшь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,2per,futr,indc"
5,_нерещусь#,нерестьтесь,нересьстесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl,Infr"
6,_цежусь#,цедишься,цежишься,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,2per,pres,indc"
7,_протолкнулся#,протолкнётесь,протолкнетесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
8,_скулёж#,скулежом,скулёжем,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
9,_спектрополяриметрия#,спектрополяриметрии,спектрополяриметри,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,loct"
10,_девяностовыводной#,девяностовыводной,девяностововодной,"ADJF masc,sing,nomn","ADJF femn,sing,datv"
11,_ариевич#,ариевичей,арьевичей,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr plur,gent"
0,_пуджа#,пуджей,пуджой,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,ablt"
1,_аскарбиевна#,аскарбьевну,аскарбиевну,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr sing,accs"
2,_разболелся#,разболитесь,разболиться,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,excl,Dist"
3,_прошептал#,прошепчут,прошептутт,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,3per,futr,indc"
4,_востоксельэлектросеть#,востоксельэлектросети,востоксельэлектросеть,"NOUN,inan,femn,Sgtm,Orgn sing,nomn","NOUN,inan,femn,Sgtm,Orgn sing,gent"
5,_начинённый#,начиненные,начинённые,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv plur,nomn,Infr"
6,_утишился#,утишись,утишься,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
0,_взволнованный#,взволнованного,взволнованною,"PRTF,perf,tran,past,pssv,Adjx masc,sing,nomn","PRTF,perf,tran,past,pssv,Adjx neut,sing,gent"
1,_блещу#,блистаю,блесту,"VERB,impf,intr sing,1per,pres,indc,Infr","VERB,impf,intr sing,1per,pres,indc"
2,_электромашиностроение#,электромашиностроеньям,электромашиностроньям,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,datv,V-be"
3,_приубрал#,приуберёте,приуберете,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,2per,futr,indc"
4,_переписал#,перепишете,переписите,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,2per,futr,indc"
5,_контрольно-регулирующе#,контрольно-регулирующе,контрольно-реуулирующе,"ADJS neut,sing","ADJS neut,sing"
6,_никой#,никоей,никой,"ADJF,Apro masc,sing,nomn","ADJF,Apro femn,sing,ablt"
7,_касли#,каслями,каслими,"NOUN,inan,GNdr,Pltm,Geox plur,nomn","NOUN,inan,GNdr,Pltm,Geox plur,ablt"
0,_зачуял#,зачуем,зачуяем,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,incl"
1,_розенбаумы#,розенбаумах,розенбаумых,"NOUN,anim,ms-f,Pltm,Surn plur,nomn","NOUN,anim,ms-f,Pltm,Surn plur,loct"
2,_предохранённый#,предохранённых,предохраненных,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv anim,plur,accs"
3,_очёски#,очёсок,очёсков,"NOUN,inan,GNdr,Pltm plur,nomn","NOUN,inan,GNdr,Pltm plur,gent,Infr"
4,_оживился#,оживятся,оживиются,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
5,_тимотиевна#,тимотиевны,тимотьевны,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,nomn"
6,_авдиевич#,авдиевичей,авдьевичей,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr plur,gent"
7,_бриевна#,брьевен,бриевен,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr plur,gent"
8,_шлея#,шлеёю,шлеею,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,ablt,V-ey"
9,_противогосударствен#,противогосударственно,противогосударсвввворственно,"ADJS,Qual masc,sing","ADJS,Qual neut,sing"
10,_противоконкурентен#,противоконкурентно,противоконкурнонно,"ADJS masc,sing","ADJS neut,sing"
0,_пережёгся#,пережгутся,пережжгутся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,3per,futr,indc"
1,_ёрш#,ершу,ёршу,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,datv"
2,_переклеймённый#,переклеймённым,переклейлённым,"PRTF,perf,tran,past,pssv masc,sing,nomn","PRTF,perf,tran,past,pssv masc,sing,ablt"
3,_отмер#,отомрёмте,оторрёмте,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,incl"
4,_дорожусь#,дорожились,дорозились,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,past,indc"
5,_выгодоприобретатель#,выгодоприобретателя,выгодоприобрелателя,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,accs"
6,_лист#,листьев,листов,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,gent"
7,_голоснутый#,голоснутая,голостутоя,"PRTF,perf,tran,past,pssv,Infr masc,sing,nomn","PRTF,perf,tran,past,pssv,Infr femn,sing,nomn"
8,_нетождествен#,нетождественен,нетождествененен,"ADJS,Qual masc,sing","ADJS,Qual masc,sing,V-en"
9,_бабусин#,бабусина,бабусьна,"ADJF,Poss masc,sing,nomn","ADJF,Poss femn,sing,nomn"
10,_приработок#,приработках,приработоках,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
11,_ветвлюсь#,ветвились,ветлллись,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,past,indc"
0,_поднадвил#,поднадовью,поднадвью,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
1,_убился#,убьёмся,убиёмся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
2,_аргиштиевич#,аргиштиевичу,аргиштьевичу,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr sing,datv"
3,_продиктовал#,продиктуй,продиттуй,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
4,_крапая#,крапя,крапля,"GRND,impf,intr pres","GRND,impf,intr pres,Infr"
5,_задрал#,задерёте,задррёте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,2per,futr,indc"
6,_курень#,курени,курни,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,accs"
0,_захрапел#,захрапи,захрапей,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,excl"
1,_сжевал#,сжуёт,сжеёёт,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
2,_таюсь#,таилась,таялась,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr femn,sing,past,indc"
3,_толстошей#,толстошея,толстошей,"ADJS,Qual masc,sing","ADJS,Qual femn,sing"
4,_весь#,всё,весе,"ADJF,Subx,Apro masc,sing,nomn","ADJF,Subx,Apro neut,sing,nomn"
5,_алтаец#,алтайцы,алтаецы,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,nomn"
6,_крушусь#,крушитесь,круситесь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl"
