,norm_form,True label,Predicted,Norm morph features,Transformed morph features
2,_10-й#,_10-м,_17-ым,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum neut,sing,ablt"
3,_оказался#,_окажемся,_оказёмся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
4,_хребет#,_хребтом,_хребетом,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
5,_тмим#,_тмит,_тмимт,"VERB,impf,tran plur,1per,pres,indc","VERB,impf,tran sing,3per,pres,indc"
0,_оперативно-разведывательный#,_оперативно-разведывательным,_оперативно-разведватевьным,"ADJF masc,sing,nomn","ADJF plur,datv"
1,_комипермяцкагропромтехснаб#,_комипермяцкагропромтехснабу,_комипермяцкагропротехтансу,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,datv"
2,_блею#,_блеяла,_блела,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr femn,sing,past,indc"
3,_тешу#,_тешим,_тешем,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,1per,pres,indc"
4,_отсел#,_отсяду,_отсову,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,1per,futr,indc"
5,_павлодартрактор#,_павлодартракторами,_павлодартаркторами,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn plur,ablt"
6,_пою#,_поит,_поёт,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran sing,3per,pres,indc"
7,_стался#,_станемтесь,_стадемтесь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,incl"
8,_частноземлевладельческий#,_частноземлевладельческие,_частноземлевладельсекие,"ADJF masc,sing,nomn","ADJF plur,nomn"
0,_пожал#,_пожмёмте,_пожнёмте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,incl"
1,_шлифовально-отделочный#,_шлифовально-отделочным,_шлифовально-отделодным,"ADJF masc,sing,nomn","ADJF neut,sing,ablt"
2,_воронухи#,_воронух,_воронухов,"NOUN,anim,ms-f,Pltm,Surn plur,nomn","NOUN,anim,ms-f,Pltm,Surn plur,accs"
3,_сегвей#,_сигвеями,_сегвеями,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,ablt,Infr"
0,_таранчу#,_тарантишь,_таранчишь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,2per,pres,indc"
1,_засвербел#,_засвербите,_засвербеете,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
2,_обезьяночеловек#,_обезьянолюдьми,_обезьяночеловками,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,ablt"
0,_отобедал#,_отобедаешь,_отбедаешь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,2per,futr,indc"
1,_облокочённый#,_облокоченного,_облокочённого,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv anim,masc,sing,accs"
2,_медно-марганцево-никелевый#,_медно-марганцево-никелевого,_медно-марганцево-никелього,"ADJF masc,sing,nomn","ADJF anim,masc,sing,accs"
3,_мечусь#,_метились,_метались,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,past,indc"
4,_варенухи#,_варенух,_варенухов,"NOUN,anim,ms-f,Pltm,Surn plur,nomn","NOUN,anim,ms-f,Pltm,Surn plur,gent"
5,_дожал#,_дожнём,_дожмём,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,incl"
6,_мелюсь#,_мелется,_мелится,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,3per,pres,indc"
7,_махающийся#,_машущиеся,_махающиеся,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv plur,nomn,Infr"
0,_антиевна#,_антьевнами,_антиевнами,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr plur,ablt"
1,_азариевич#,_азарьевичей,_азариевичей,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr plur,accs"
2,_отариевич#,_отарьевичей,_отариевичей,"NOUN,anim,masc,Patr sing,nomn,V-ie","NOUN,anim,masc,Patr plur,gent"
3,_зуб#,_зубьях,_зубах,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
4,_проорал#,_проорю,_проору,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
5,_всклепал#,_всклепли,_всклепай,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,impr,excl"
0,_колыхающийся#,_колышущиеся,_колыхающиеся,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv inan,plur,accs,Infr"
1,_проискал#,_проищет,_проискает,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
0,_ристаю#,_ристаешь,_ристаёшь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,2per,pres,indc"
1,_абулганиевич#,_абулганиевичам,_абулганьевичам,"NOUN,anim,masc,Patr sing,nomn","NOUN,anim,masc,Patr plur,datv"
2,_архитектурно-планировочный#,_архитектурно-планировочному,_архитектурно-планиворому,"ADJF masc,sing,nomn","ADJF neut,sing,datv"
3,_тулумбашу#,_тулумбасили,_тулумбашили,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,past,indc"
4,_перезабывал#,_перезабываемте,_перезабуваемте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,incl"
5,_тешусь#,_тешется,_тешится,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,3per,pres,indc"
6,_щупальце#,_щупальцев,_щупалецев,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,gent,Infr"
7,_гиеновиднее#,_погиеновиднее,_погеиновиднее,COMP,COMP Cmp2
0,_шлифовально-отделочный#,_шлифовально-отделочное,_шлифовально-отделодное,"ADJF masc,sing,nomn","ADJF neut,sing,nomn"
1,_курсктурбоатомэнергоремонт#,_курсктурбоатомэнергоремонт,_курсктурбоатомэнероргорта,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,accs"
2,_туес#,_туеса,_туесы,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,nomn"
3,_сеногной#,_сеногноем,_сеногном,"NOUN,inan,masc sing,nomn","NOUN,inan,masc sing,ablt"
4,_электросталеплавильный#,_электросталеплавильной,_электросталеплавивьной,"ADJF masc,sing,nomn","ADJF femn,sing,datv"
5,_перегнойно-элювиальный#,_перегнойно-элювиальные,_перегнойно-элюивальные,"ADJF masc,sing,nomn","ADJF inan,plur,accs"
6,_люмпен-пролетариат#,_люмпен-пролетариатах,_люмпен-пролетариататах,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
7,_чёс#,_чёсах,_чесах,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,loct"
8,_автотермоионно-эмиссионный#,_автотермоионно-эмиссионной,_автотермоионно-эмиссисной,"ADJF masc,sing,nomn","ADJF femn,sing,loct"
9,_хлыща#,_хлыставши,_хлыщавши,"GRND,impf,tran pres","GRND,impf,tran past,V-sh"
10,_кучер#,_кучера,_кучеры,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,nomn"
0,_афридиевна#,_афридиевен,_афридьевен,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr plur,gent"
1,_трафлю#,_трафь,_трафи,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,impr,excl"
2,_угорь#,_угря,_угрю,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,accs"
3,_уток#,_уткам,_утокам,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,datv"
4,_купил#,_купят,_купьют,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,3per,futr,indc"
0,_колыхающийся#,_колышущеюся,_колыхающеюся,"PRTF,impf,intr,pres,actv masc,sing,nomn","PRTF,impf,intr,pres,actv femn,sing,ablt,V-ey,Infr"
1,_далёк#,_далёки,_дальки,"ADJS,Qual masc,sing","ADJS,Qual plur,Infr"
2,_попростел#,_попростеешь,_попростишь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,2per,futr,indc"
3,_авелиевна#,_авельевны,_авелиевны,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr sing,gent"
4,_проискал#,_проищу,_проискаю,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
5,_корнаю#,_корнаем,_корнаём,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran plur,1per,pres,indc"
6,_обезлюдил#,_обезлюжу,_обезлющу,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,1per,futr,indc"
7,_полошусь#,_полошилась,_полосилась,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr femn,sing,past,indc"
0,_вертя#,_вертевши,_вертивши,"GRND,impf,tran pres","GRND,impf,tran past,V-sh"
0,_изъял#,_изымет,_изъядёт,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,3per,futr,indc"
1,_отмахался#,_отмахаюсь,_отмашусь,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,1per,futr,indc"
2,_полибутадиеннитрилакриловый#,_полибутадиеннитрилакриловых,_полибутадиеннитрикларкивых,"ADJF masc,sing,nomn","ADJF plur,loct"
3,_металлизировал#,_металлизируешь,_мечаллизируешь,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran sing,2per,futr,indc"
0,_захолонул#,_захолонёт,_захолонет,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,3per,futr,indc"
1,_франчу#,_франтишь,_франчишь,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,2per,pres,indc"
2,_отуплённый#,_отупленном,_отуплённом,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv masc,sing,loct"
0,_вклинённый#,_вклиненное,_вклинённое,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv neut,sing,nomn"
1,_частноземлевладельческий#,_частноземлевладельческих,_частноземлевладельсексы,"ADJF masc,sing,nomn","ADJF plur,loct"
2,_пуджа#,_пудж,_пуджей,"NOUN,inan,femn sing,nomn","NOUN,inan,femn plur,gent"
3,_присел#,_присядемте,_приседемте,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,impr,incl"
0,_инвестиционно-учредительский#,_инвестиционно-учредительского,_инвестиционно-учрудетительского,"ADJF masc,sing,nomn","ADJF masc,sing,gent"
1,_приподнял#,_приподнимут,_приподнямут,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,3per,futr,indc"
2,_архитектурно-планировочный#,_архитектурно-планировочным,_архитектурно-планировомны,"ADJF masc,sing,nomn","ADJF masc,sing,ablt"
0,_исподнее#,_исподних,_исподней,"NOUN,inan,neut sing,nomn","NOUN,inan,neut plur,gent"
1,_удрал#,_удеру,_удрам,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,1per,futr,indc"
2,_шьюсь#,_шейся,_шьйся,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr sing,impr,excl"
3,_номинально-символический#,_номинально-символическому,_номинально-символвическому,"ADJF masc,sing,nomn","ADJF masc,sing,datv"
4,_9-й#,_9-е,_4-ое,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum neut,sing,nomn"
5,_валериевна#,_валериевне,_валерьевне,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr sing,loct"
0,_частноземлевладельческий#,_частноземлевладельческие,_частноземлевладельсекие,"ADJF masc,sing,nomn","ADJF inan,plur,accs"
1,_государственно-монополистический#,_государственно-монополистическое,_государственно-монополепсическое,"ADJF masc,sing,nomn","ADJF neut,sing,nomn"
0,_посрал#,_посрёте,_посрёёте,"VERB,perf,intr,Infr masc,sing,past,indc","VERB,perf,intr,Infr plur,2per,futr,indc"
1,_дед-мороз#,_деде-морозе,_дед-морозе,"NOUN,anim,masc sing,nomn","NOUN,anim,masc sing,loct"
2,_зов#,_зовы,_звы,"NOUN,inan,masc sing,nomn","NOUN,inan,masc plur,accs"
3,_андриевна#,_андриевне,_андрьевне,"NOUN,anim,femn,Patr sing,nomn","NOUN,anim,femn,Patr sing,loct"
4,_вклинённый#,_вклиненном,_вклинённом,"PRTF,perf,tran,past,pssv masc,sing,nomn,Infr","PRTF,perf,tran,past,pssv masc,sing,loct"
5,_воплю#,_вопите,_воплите,"VERB,impf,intr sing,1per,pres,indc","VERB,impf,intr plur,impr,excl"
6,_авелиевна#,_авельевнами,_авелиевнами,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr plur,ablt"
7,_ужоныш#,_ужонышей,_ужнышей,"NOUN,anim,masc sing,nomn","NOUN,anim,masc plur,gent"
8,_гариевна#,_гарьевен,_гариевен,"NOUN,anim,femn,Patr sing,nomn,V-ie","NOUN,anim,femn,Patr plur,gent"
0,_оперативно-разведывательный#,_оперативно-разведывательном,_оперативно-разведвательном,"ADJF masc,sing,nomn","ADJF neut,sing,loct"
1,_18-й#,_18-ое,_11-ое,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum neut,sing,accs"
2,_корнаю#,_корнаешь,_корнаёшь,"VERB,impf,tran sing,1per,pres,indc","VERB,impf,tran sing,2per,pres,indc"
3,_комбайнерка#,_комбайнёрках,_комбайнерках,"NOUN,anim,femn sing,nomn,Infr","NOUN,anim,femn plur,loct"
0,_лямбда#,_лямбду,_лямбу,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,accs"
1,_пространственно-временной#,_пространственно-временное,_пространственнов-ременное,"ADJF masc,sing,nomn","ADJF neut,sing,nomn"
2,_произошедший#,_происшедшие,_произошедшие,"PRTF,perf,intr,past,actv masc,sing,nomn,Infr","PRTF,perf,intr,past,actv plur,nomn"
3,_ноябрьскнефтедорстройремонт#,_ноябрьскнефтедорстройремонтом,_ноябрьскнефтедорстройронтом,"NOUN,inan,masc,Orgn sing,nomn","NOUN,inan,masc,Orgn sing,ablt"
0,_дизельэлектростанция#,_дизельэлектростанцией,_дизельэлектростаницией,"NOUN,inan,femn sing,nomn","NOUN,inan,femn sing,ablt"
1,_пермьэнерго#,_пермьэнерго,_пермэьнерго,"NOUN,inan,neut,Sgtm,Fixd,Orgn sing,nomn","NOUN,inan,neut,Sgtm,Fixd,Orgn sing,accs"
2,_20-й#,_20-ого,_17-ого,"ADJF,Abbr,Anum masc,sing,nomn","ADJF,Abbr,Anum anim,masc,sing,accs"
3,_омрачил#,_омрачите,_омрачьте,"VERB,perf,tran masc,sing,past,indc","VERB,perf,tran plur,impr,excl"
4,_баллен#,_балльно,_баллено,"ADJS,Qual masc,sing","ADJS,Qual neut,sing"
5,_хьо#,_хьо,_хио,"NOUN,anim,masc,Sgtm,Fixd,Name sing,nomn","NOUN,anim,masc,Sgtm,Fixd,Name sing,ablt"
0,_распелся#,_распоёмся,_распедемся,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr sing,impr,incl"
1,_никой#,_никоя,_никая,"ADJF,Apro masc,sing,nomn","ADJF,Apro femn,sing,nomn"
2,_подморгнул#,_подморгнёте,_подморгнете,"VERB,perf,intr masc,sing,past,indc","VERB,perf,intr plur,2per,futr,indc"
